,ID_DELEGACIA,NOME_DEPARTAMENTO,NOME_SECCIONAL,NOME_DELEGACIA,CIDADE,ANO_BO,NUM_BO,DESCR_SOLUCAO,DESCR_PROVIDENCIA,NOME_DEPARTAMENTO_CIRC,NOME_SECCIONAL_CIRC,NOME_DELEGACIA_CIRC,NOME_MUNICIPIO_CIRC,DESCR_TIPO_BO,DATA_OCORRENCIA_BO,HORA_OCORRENCIA_BO,DESCRICAO_APRESENTACAO,DATAHORA_REGISTRO_BO,DATA_COMUNICACAO_BO,DATAHORA_IMPRESSAO_BO,DESCR_PERIODO,AUTORIA_BO,FLAG_INTOLERANCIA,TIPO_INTOLERANCIA,FLAG_FLAGRANTE,FLAG_STATUS,RUBRICA,DESCR_CONDUTA,DESDOBRAMENTO,BAIRRO,DESCR_TIPOLOCAL,DESCR_SUBTIPOLOCAL,CEP,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE,CONT_OBJETO,DESCR_MODO_OBJETO,DESCR_TIPO_OBJETO,DESCR_SUBTIPO_OBJETO,DESCR_UNIDADE,QUANTIDADE_OBJETO
16293720,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,922546,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-05,,,2012-10-05 23:40:00,2012-10-05,2012-10-05 23:40:15.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,VILA NOVA APARECIDA,Outros,Outros,,RUA JUSTINIANO JOSE DA ROCHA,297,"-23,515378548982","-46,13797827245",3,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16293721,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,922546,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-05,,,2012-10-05 23:40:00,2012-10-05,2012-10-05 23:40:15.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,VILA NOVA APARECIDA,Outros,Outros,,RUA JUSTINIANO JOSE DA ROCHA,297,"-23,515378548982","-46,13797827245",4,SUBTRAÍDO                               ,Documentos                              ,Certidão de casamento                                       ,Unidade   ,1.0
16293722,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,922546,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-05,,,2012-10-05 23:40:00,2012-10-05,2012-10-05 23:40:15.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,VILA NOVA APARECIDA,Outros,Outros,,RUA JUSTINIANO JOSE DA ROCHA,297,"-23,515378548982","-46,13797827245",5,SUBTRAÍDO                               ,Documentos                              ,Cartao de identificação de contribuinte - CIC               ,Unidade   ,1.0
16293723,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,922546,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-05,,,2012-10-05 23:40:00,2012-10-05,2012-10-05 23:40:15.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,VILA NOVA APARECIDA,Outros,Outros,,RUA JUSTINIANO JOSE DA ROCHA,297,"-23,515378548982","-46,13797827245",6,SUBTRAÍDO                               ,Documentos                              ,Cartao de identificação de contribuinte - CIC               ,Unidade   ,1.0
16293724,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,922546,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-05,,,2012-10-05 23:40:00,2012-10-05,2012-10-05 23:40:15.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,VILA NOVA APARECIDA,Outros,Outros,,RUA JUSTINIANO JOSE DA ROCHA,297,"-23,515378548982","-46,13797827245",7,SUBTRAÍDO                               ,Documentos                              ,Carteira Nacional de Habilitação - CNH                      ,Unidade   ,1.0
16294262,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,924914,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,04º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-06,,,2012-10-06 19:51:00,2012-10-06,2012-10-06 19:51:07.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Vila Lavínia,Outros,Outros,,Rua José DCarlo,263,"-23,5379856812777","-46,2082696824978",1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identificação funcional                         ,Unidade   ,1.0
16294263,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,924914,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,04º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-06,,,2012-10-06 19:51:00,2012-10-06,2012-10-06 19:51:07.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Vila Lavínia,Outros,Outros,,Rua José DCarlo,263,"-23,5379856812777","-46,2082696824978",2,SUBTRAÍDO                               ,Documentos                              ,Carteira Nacional de Habilitação - CNH                      ,Unidade   ,1.0
16294785,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,927416,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,04º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-06,,,2012-10-08 02:50:00,2012-10-07,2012-10-08 02:49:36.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,vila brasileira,Outros,Outros,,rua morango,136,"-23,5589864003468","-46,2027479756446",1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16294962,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,928475,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-06,,,2012-10-08 10:57:00,2012-10-08,2012-10-08 10:56:54.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,CENTRO,Outros,Outros,,Rua Coronel Souza Franco,440,"-23,5223765371161","-46,1933380083599",1,SUBTRAÍDO                               ,Documentos                              ,Carteira de associado de plano de saúde                     ,Unidade   ,1.0
16294963,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,928475,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-06,,,2012-10-08 10:57:00,2012-10-08,2012-10-08 10:56:54.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,CENTRO,Outros,Outros,,Rua Coronel Souza Franco,440,"-23,5223765371161","-46,1933380083599",2,SUBTRAÍDO                               ,Documentos                              ,Carteira Nacional de Habilitação - CNH                      ,Unidade   ,1.0
16294964,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,928475,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-06,,,2012-10-08 10:57:00,2012-10-08,2012-10-08 10:56:54.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,CENTRO,Outros,Outros,,Rua Coronel Souza Franco,440,"-23,5223765371161","-46,1933380083599",3,SUBTRAÍDO                               ,Documentos                              ,Folha de cheque                                             ,Unidade   ,1.0
16295000,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,928846,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-04,,,2012-10-08 13:21:00,2012-10-08,2012-10-08 13:21:15.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,jardim piata,Outros,Outros,,r.candido sales,420,"-23,4639181077151","-46,2819878000277",1,SUBTRAÍDO                               ,Documentos                              ,Cartao bancário                                             ,Unidade   ,1.0
16295001,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,928846,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-04,,,2012-10-08 13:21:00,2012-10-08,2012-10-08 13:21:15.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,jardim piata,Outros,Outros,,r.candido sales,420,"-23,4639181077151","-46,2819878000277",2,SUBTRAÍDO                               ,Documentos                              ,Outros-Documentos                                           ,Unidade   ,1.0
16295202,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,930522,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,04º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-05,,,2012-10-08 20:34:00,2012-10-08,2012-10-08 20:33:42.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,AV. HENRIQUE PERES,1858,"-23,5459702925189","-46,2067945824704",1,SUBTRAÍDO                               ,Documentos                              ,Folha de cheque                                             ,Unidade   ,1.0
16295364,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,931514,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-08,,,2012-10-09 05:24:00,2012-10-08,2012-10-09 05:24:10.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,mogilar,Outros,Outros,,"Av. Prefeito Carlos Ferreira Lopes,",490,,,1,SUBTRAÍDO                               ,Documentos                              ,Cartao bancário e de crédito                                ,Unidade   ,1.0
16295365,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,931514,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-08,,,2012-10-09 05:24:00,2012-10-08,2012-10-09 05:24:10.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,mogilar,Outros,Outros,,"Av. Prefeito Carlos Ferreira Lopes,",490,,,2,SUBTRAÍDO                               ,Documentos                              ,Carteira de associado de plano de saúde                     ,Unidade   ,1.0
16295366,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,931514,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-08,,,2012-10-09 05:24:00,2012-10-08,2012-10-09 05:24:10.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,mogilar,Outros,Outros,,"Av. Prefeito Carlos Ferreira Lopes,",490,,,3,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16295426,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,931940,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-08,,,2012-10-09 09:10:00,2012-10-08,2012-10-09 09:10:04.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,centro,Outros,Outros,,senador dantas,200,"-23,5240897426412","-46,1926294327589",1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16295427,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,931940,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-08,,,2012-10-09 09:10:00,2012-10-08,2012-10-09 09:10:04.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,centro,Outros,Outros,,senador dantas,200,"-23,5240897426412","-46,1926294327589",2,SUBTRAÍDO                               ,Documentos                              ,Cartao de identificação de contribuinte - CIC               ,Unidade   ,1.0
16295447,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,932154,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-09-29,,,2012-10-09 09:58:00,2012-10-08,2012-10-09 09:58:04.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,JARDIM UNIVERSO,Outros,Outros,,AV JAPAO,1200,"-23,5389790053252","-46,2033668405871",1,SUBTRAÍDO                               ,Documentos                              ,Carteira Nacional de Habilitação - CNH                      ,Unidade   ,1.0
16295448,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,932154,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-09-29,,,2012-10-09 09:58:00,2012-10-08,2012-10-09 09:58:04.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,JARDIM UNIVERSO,Outros,Outros,,AV JAPAO,1200,"-23,5389790053252","-46,2033668405871",2,SUBTRAÍDO                               ,Documentos                              ,Cartao de identificação de contribuinte - CIC               ,Unidade   ,1.0
16295449,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,932154,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-09-29,,,2012-10-09 09:58:00,2012-10-08,2012-10-09 09:58:04.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,JARDIM UNIVERSO,Outros,Outros,,AV JAPAO,1200,"-23,5389790053252","-46,2033668405871",3,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16295492,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,932840,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-09-18,,,2012-10-09 11:42:00,2012-10-08,2012-10-09 11:41:46.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,CENTRO,Outros,Outros,,RUA CORONEL SOUZA FRANCO,205,"-23,5225819431167","-46,1957950789742",1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16296057,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,937025,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,03º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-09,,,2012-10-10 13:15:00,2012-10-09,2012-10-10 13:14:35.000000,PELA MANHÃ          ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,JUNDIAPEBA,Outros,Outros,,RUA NITO SONA,2873,"-23,5456620162856","-46,2675095989545",1,SUBTRAÍDO                               ,Documentos                              ,Cartao bancário                                             ,Unidade   ,1.0
16296687,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,941117,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-10,,,2012-10-11 09:43:00,2012-10-10,2012-10-11 09:43:01.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Bras Cubas,Outros,Outros,,Rua Deodato Wertheimer,150,"-23,5133661637042","-46,1968923491027",1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16296688,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,941117,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-10,,,2012-10-11 09:43:00,2012-10-10,2012-10-11 09:43:01.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Bras Cubas,Outros,Outros,,Rua Deodato Wertheimer,150,"-23,5133661637042","-46,1968923491027",2,SUBTRAÍDO                               ,Documentos                              ,Cartao de identificação de contribuinte - CIC               ,Unidade   ,1.0
16296708,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,941301,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-10,,,2012-10-11 10:31:00,2012-10-10,2012-10-11 10:30:39.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Jd Armenia,Outros,Outros,,Av Narciso Y Guimaraes 101,101,"-23,519803964403","-46,1867169641754",1,SUBTRAÍDO                               ,Documentos                              ,Cartao bancário                                             ,Unidade   ,1.0
16296918,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,942816,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-04,,,2012-10-11 15:02:00,2012-10-11,2012-10-11 15:01:34.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Vila São Paulo,Outros,Outros,,R Manjar Celeste,61,"-23,4836103994232","-46,1309177413975",1,SUBTRAÍDO                               ,Documentos                              ,Carteira Nacional de Habilitação - CNH                      ,Unidade   ,1.0
16296919,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,942816,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,02º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-04,,,2012-10-11 15:02:00,2012-10-11,2012-10-11 15:01:34.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Vila São Paulo,Outros,Outros,,R Manjar Celeste,61,"-23,4836103994232","-46,1309177413975",2,SUBTRAÍDO                               ,Documentos                              ,Certificado de Registro e Licenciamento de Veículo -        ,Unidade   ,1.0
16297428,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,945566,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,DEL.POL.MOGI DAS CRUZES       ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-11,,,2012-10-12 12:46:00,2012-10-12,2012-10-12 12:46:14.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,ESTAÇÃO DE TREM,0,,,1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16297926,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,947974,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-13,,,2012-10-13 22:19:00,2012-10-13,2012-10-13 22:19:11.000000,DE MADRUGADA        ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,Av. Francisco Rodrigues Filho,3130,"-23,5058449357207","-46,1691641032189",1,SUBTRAÍDO                               ,Documentos                              ,Cartao bancário e de crédito                                ,Unidade   ,1.0
16297927,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,947974,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-13,,,2012-10-13 22:19:00,2012-10-13,2012-10-13 22:19:11.000000,DE MADRUGADA        ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,Av. Francisco Rodrigues Filho,3130,"-23,5058449357207","-46,1691641032189",2,SUBTRAÍDO                               ,Documentos                              ,Cartao bancário e de crédito                                ,Unidade   ,1.0
16297928,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,947974,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-13,,,2012-10-13 22:19:00,2012-10-13,2012-10-13 22:19:11.000000,DE MADRUGADA        ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,Av. Francisco Rodrigues Filho,3130,"-23,5058449357207","-46,1691641032189",3,SUBTRAÍDO                               ,Documentos                              ,Cartao bancário e de crédito                                ,Unidade   ,1.0
16297929,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,947974,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-10-13,,,2012-10-13 22:19:00,2012-10-13,2012-10-13 22:19:11.000000,DE MADRUGADA        ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,Av. Francisco Rodrigues Filho,3130,"-23,5058449357207","-46,1691641032189",4,SUBTRAÍDO                               ,Documentos                              ,Cartao bancário                                             ,Unidade   ,1.0
